brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
mahindra,bolero,5,80000,individual,diesel,manual,15.96,2523,63.0,9,630000.0
volkswagen,vento,10,45000,dealer,petrol,manual,15.04,1598,103.6,5,335000.0
audi,a4,7,67700,dealer,diesel,automatic,16.55,1968,147.51,5,1550000.0
maruti,ertiga,4,53393,dealer,cng,manual,17.5,1373,80.46,7,800000.0
maruti,swift dzire,10,75220,dealer,diesel,manual,19.3,1248,73.9,5,390000.0
toyota,innova,13,142000,dealer,diesel,manual,12.8,2494,102.0,8,490000.0
ford,ecosport,5,56000,dealer,diesel,manual,23.0,1498,98.96,5,765000.0
maruti,swift,8,97000,individual,petrol,manual,18.6,1197,85.8,5,400000.0
maruti,swift,6,40200,individual,diesel,manual,25.2,1248,74.0,5,498000.0
datsun,go,5,29823,dealer,petrol,manual,20.63,1198,67.0,5,295000.0
bmw,3,6,65000,dealer,diesel,automatic,19.59,1995,184.0,5,1825000.0
maruti,wagon r,10,48000,dealer,petrol,manual,21.79,998,67.05,5,245000.0
audi,a4,9,85250,dealer,diesel,automatic,16.55,1968,140.0,5,1300000.0
honda,city,6,42000,dealer,petrol,manual,17.8,1497,117.3,5,615000.0
maruti,swift dzire,9,58000,individual,petrol,manual,19.1,1197,85.8,5,430000.0
maruti,ignis,2,9343,dealer,petrol,automatic,20.89,1197,81.8,5,600000.0
mahindra,kuv,4,70000,individual,petrol,manual,18.15,1198,82.0,6,350000.0
maruti,wagon r,5,22000,dealer,cng,manual,26.6,998,58.16,5,415000.0
volkswagen,vento,7,95000,dealer,diesel,manual,20.34,1498,103.2,5,550000.0
honda,city,2,25000,individual,petrol,automatic,18.0,1497,117.6,5,1400000.0
maruti,vitara,3,66470,dealer,diesel,manual,24.3,1248,88.5,5,900000.0
hyundai,creta,5,27700,dealer,petrol,manual,15.29,1591,121.3,5,820000.0
skoda,octavia,4,40000,dealer,petrol,automatic,15.1,1798,177.0,5,1500000.0
bmw,3,6,40000,dealer,diesel,automatic,21.76,1995,188.0,5,2800000.0
volkswagen,vento,7,71000,dealer,diesel,manual,22.27,1498,108.6,5,510000.0
mahindra,bolero,9,100000,individual,diesel,manual,15.96,2523,62.1,7,550000.0
tata,tiago,5,80000,individual,petrol,manual,23.84,1199,84.0,5,370000.0
hyundai,i10,7,61696,dealer,petrol,manual,19.81,1086,68.05,5,335000.0
mahindra,xuv500,8,60000,individual,diesel,manual,15.1,2179,140.0,7,600000.0
mercedes-benz,cls,10,103000,dealer,diesel,automatic,19.4,2143,204.0,4,700000.0
maruti,swift,3,35000,individual,petrol,automatic,21.21,1197,81.8,5,600000.0
hyundai,i20,5,85000,individual,diesel,manual,22.54,1396,88.73,5,550000.0
maruti,ertiga,6,42895,dealer,cng,manual,17.5,1373,80.46,7,690000.0
maruti,alto,5,9223,dealer,petrol,manual,22.74,796,47.3,5,300000.0
hyundai,verna,4,45910,dealer,diesel,manual,23.9,1582,126.2,5,925000.0
hyundai,i20,2,8405,dealer,petrol,manual,18.6,1197,81.86,5,590000.0
hyundai,creta,4,51050,dealer,diesel,manual,19.67,1582,126.2,5,1050000.0
tata,nexon,4,17000,dealer,petrol,manual,17.0,1198,108.5,5,690000.0
volkswagen,vento,7,59000,dealer,petrol,manual,15.04,1598,103.2,5,465000.0
toyota,innova,4,100000,dealer,diesel,automatic,11.36,2755,171.5,7,1575000.0
skoda,rapid,4,28000,dealer,petrol,automatic,14.84,1598,103.2,5,825000.0
mg,hector,2,8500,dealer,petrol,automatic,13.96,1451,141.0,5,1855000.0
hyundai,grand,5,13000,dealer,petrol,manual,18.9,1197,82.0,5,455000.0
ford,aspire,3,5000,individual,petrol,manual,18.16,1196,86.8,5,680000.0
toyota,innova,9,130000,individual,diesel,manual,12.99,2494,100.0,7,700000.0
honda,city,6,29000,dealer,petrol,manual,16.8,1497,116.3,5,524000.0
volkswagen,polo,3,11000,dealer,diesel,manual,21.49,1498,108.5,5,875000.0
hyundai,grand,5,198000,individual,petrol,manual,18.9,1197,82.0,5,410000.0
renault,kwid,4,35000,dealer,petrol,automatic,24.04,999,67.0,5,349000.0
honda,city,5,5730,dealer,petrol,manual,17.4,1497,117.6,5,745000.0
maruti,swift dzire,9,14000,dealer,diesel,manual,28.4,1248,74.02,5,450000.0
maruti,eeco,2,50000,individual,petrol,manual,15.37,1196,73.0,7,380000.0
maruti,swift dzire,3,50000,individual,diesel,manual,28.4,1248,74.02,5,675000.0
honda,city,5,89682,dealer,petrol,automatic,18.0,1497,117.3,5,701000.0
mercedes-benz,e-class,10,100000,individual,petrol,manual,12.3,1796,185.0,5,950000.0
skoda,superb,9,160000,individual,diesel,automatic,17.2,1968,138.1,5,1050000.0
maruti,alto,4,27000,dealer,petrol,manual,24.7,796,47.3,5,290000.0
honda,city,6,67584,dealer,petrol,manual,17.4,1497,117.3,5,651000.0
hyundai,verna,7,56200,dealer,petrol,manual,17.1,1591,121.3,5,691000.0
volkswagen,vento,9,19519,individual,petrol,manual,15.04,1598,103.6,5,347000.0
hyundai,verna,2,10000,individual,petrol,manual,17.0,1591,121.3,5,999000.0
maruti,wagon r,9,62000,dealer,cng,manual,33.54,998,67.04,5,340000.0
porsche,macan,4,30350,dealer,petrol,automatic,13.6,1984,252.0,5,4544999.999999981
maruti,wagon r,7,27066,dealer,petrol,manual,21.79,998,67.05,5,325000.0
maruti,alto,3,20000,individual,petrol,manual,23.95,998,67.05,5,375000.0
audi,a6,9,64000,dealer,diesel,automatic,17.68,1968,174.33,5,1650000.0
volkswagen,polo,6,37000,dealer,petrol,automatic,17.21,1197,103.6,5,575000.0
volkswagen,vento,4,20000,dealer,diesel,manual,20.64,1498,108.49,5,950000.0
hyundai,i10,9,30448,dealer,petrol,manual,20.36,1197,78.9,5,288000.0
volkswagen,polo,7,27363,dealer,petrol,automatic,17.21,1197,103.6,5,618000.0
maruti,ertiga,4,54688,dealer,cng,manual,17.5,1373,80.46,7,785000.0
hyundai,i20,6,35000,dealer,petrol,manual,17.19,1197,81.86,5,575000.0
volkswagen,polo,5,54162,dealer,diesel,manual,20.14,1498,88.8,5,575000.0
maruti,swift,8,100000,individual,diesel,manual,22.9,1248,74.0,5,350000.0
maruti,alto,6,90145,dealer,petrol,manual,22.74,796,47.3,5,290000.0
maruti,alto,10,70000,individual,petrol,manual,20.92,998,67.1,5,180000.0
maruti,swift,10,225000,individual,diesel,manual,22.9,1248,74.0,5,325000.0
toyota,camry,7,60000,dealer,petrol,automatic,19.16,2494,158.2,5,1190000.0
renault,kwid,3,15300,dealer,petrol,manual,23.01,999,67.0,5,411000.0
bmw,5,8,35000,dealer,diesel,automatic,18.12,1995,190.0,5,1750000.0
hyundai,elantra,5,29000,dealer,diesel,automatic,19.5,1582,126.24,5,1351000.0
maruti,ciaz,6,78000,dealer,diesel,manual,26.21,1248,88.5,5,575000.0
honda,city,7,63351,dealer,diesel,manual,26.0,1498,98.6,5,579000.0
datsun,go,5,50000,individual,petrol,manual,19.44,1198,67.0,7,350000.0
honda,jazz,6,41000,dealer,petrol,automatic,19.0,1199,88.7,5,615000.0
hyundai,grand,4,29000,dealer,petrol,manual,18.9,1197,81.86,5,521000.0
hyundai,verna,9,67000,dealer,diesel,manual,22.32,1582,126.32,5,535000.0
renault,kwid,4,11000,dealer,petrol,automatic,24.04,999,67.0,5,400000.0
mahindra,kuv,4,42000,dealer,petrol,manual,18.15,1198,82.0,6,475000.0
hyundai,i20,7,46500,dealer,petrol,manual,18.5,1197,82.9,5,425000.0
maruti,wagon r,8,40200,dealer,petrol,manual,18.9,998,67.1,5,325000.0
ford,ecosport,4,94500,dealer,diesel,manual,21.7,1498,98.96,5,775000.0
hyundai,i20,8,26000,individual,petrol,manual,18.5,1197,82.85,5,355000.0
maruti,wagon r,7,135975,dealer,cng,manual,33.54,998,67.04,5,295000.0
hyundai,grand,4,21000,individual,petrol,manual,18.9,1197,82.0,5,550000.0
honda,amaze,6,44000,dealer,diesel,manual,25.8,1498,98.6,5,600000.0
hyundai,i20,6,85000,dealer,diesel,manual,21.27,1396,88.76,5,630000.0
maruti,wagon r,5,64000,dealer,petrol,manual,20.52,1197,81.8,5,339000.0
honda,city,4,54000,dealer,petrol,automatic,18.0,1497,117.3,5,845000.0
toyota,innova,8,121000,dealer,diesel,manual,12.8,2494,102.0,8,895000.0
maruti,eeco,2,46000,dealer,cng,manual,21.94,1196,61.7,5,475000.0
maruti,alto,10,72000,dealer,petrol,manual,19.7,796,46.3,5,185000.0
bmw,x4,2,7099,dealer,diesel,automatic,14.71,2993,265.0,5,4544999.999999981
mahindra,scorpio,4,35000,dealer,diesel,automatic,15.4,2179,120.0,7,1135000.0
volkswagen,vento,8,50000,dealer,diesel,manual,20.54,1598,103.6,5,475000.0
honda,wr-v,4,44500,dealer,petrol,manual,17.5,1199,88.7,5,640000.0
maruti,eeco,4,73630,dealer,cng,manual,15.1,1196,73.0,5,395000.0
bmw,x1,8,180000,dealer,diesel,automatic,19.62,1998,192.0,5,945000.0
maruti,swift dzire,8,47500,individual,diesel,manual,23.4,1248,74.0,5,625000.0
land rover,rover,10,78000,dealer,diesel,automatic,11.49,4367,335.3,5,3400000.0
honda,city,7,66852,dealer,diesel,manual,25.1,1498,98.6,5,625000.0
honda,city,5,47592,dealer,petrol,automatic,18.0,1497,117.3,5,845000.0
jeep,compass,4,17485,dealer,petrol,automatic,16.0,1368,160.0,5,1512000.0
hyundai,creta,4,49000,dealer,petrol,automatic,13.0,1591,121.3,5,1095000.0
hyundai,i20,9,36000,individual,petrol,manual,18.5,1197,80.0,5,350000.0
toyota,innova,3,27000,dealer,diesel,automatic,11.36,2755,171.5,8,1845000.0
hyundai,elantra,3,34000,dealer,petrol,automatic,14.62,1999,149.92,5,1375000.0
toyota,innova,5,125000,dealer,diesel,manual,13.68,2393,147.8,8,1665000.0
toyota,innova,3,20000,individual,diesel,manual,13.68,2393,147.8,8,1600000.0
maruti,celerio,4,22000,dealer,petrol,automatic,23.1,998,67.04,5,475000.0
maruti,swift,6,38000,dealer,petrol,manual,22.0,1197,81.8,5,485000.0
hyundai,grand,6,25000,dealer,petrol,manual,18.9,1197,82.0,5,475000.0
maruti,swift,8,195000,individual,diesel,manual,22.9,1248,74.0,5,410000.0
maruti,baleno,4,22000,dealer,petrol,manual,21.01,1197,81.8,5,789000.0
maruti,ignis,4,33000,dealer,petrol,automatic,20.89,1197,81.8,5,575000.0
maruti,ciaz,2,5000,dealer,petrol,manual,21.56,1462,103.25,5,830000.0
maruti,swift dzire,3,25000,dealer,diesel,automatic,28.4,1248,74.02,5,870000.0
ford,endeavour,4,40700,dealer,diesel,automatic,10.91,3198,197.0,7,2850000.0
mahindra,scorpio,4,35373,dealer,diesel,manual,15.4,1997,120.0,9,975000.0
hyundai,grand,7,56229,dealer,petrol,manual,18.9,1197,82.0,5,450000.0
mercedes-benz,c-class,4,40000,dealer,diesel,automatic,19.71,2143,201.15,5,2850000.0
hyundai,grand,7,71000,dealer,diesel,manual,24.0,1120,70.0,5,400000.0
maruti,wagon r,9,63000,dealer,cng,manual,26.2,998,58.2,5,295000.0
mahindra,bolero,5,120000,individual,diesel,manual,15.96,2523,62.1,7,560000.0
tata,tiago,5,90000,individual,petrol,manual,23.84,1199,84.0,5,400000.0
maruti,swift,9,100000,dealer,diesel,manual,28.4,1248,74.0,5,450000.0
maruti,eeco,7,46311,dealer,cng,manual,21.94,1196,61.7,5,349000.0
bmw,5,6,55121,dealer,diesel,automatic,18.48,1995,177.0,5,2111000.0
toyota,fortuner,8,168000,dealer,diesel,automatic,12.55,2982,168.7,7,1350000.0
maruti,wagon r,8,40000,individual,petrol,manual,18.9,998,67.1,5,320000.0
renault,kwid,4,18000,dealer,petrol,manual,23.01,999,67.0,5,315000.0
hyundai,santro,11,60000,individual,petrol,manual,17.92,1086,62.1,5,175000.0
maruti,swift dzire,2,22000,dealer,diesel,automatic,28.4,1248,74.02,5,900000.0
maruti,wagon r,7,27000,dealer,petrol,manual,21.5,1197,81.8,5,370000.0
toyota,innova,10,118000,dealer,diesel,manual,12.8,2494,102.0,8,721000.0
maruti,ertiga,7,51000,dealer,petrol,manual,16.02,1373,93.7,7,599000.0
bmw,3,5,43000,dealer,diesel,automatic,19.59,1995,184.0,5,2250000.0
ford,figo,10,44000,dealer,petrol,manual,15.6,1196,70.0,5,251000.0
ford,figo,11,90000,individual,petrol,manual,15.6,1196,70.0,5,200000.0
honda,city,8,61000,dealer,petrol,manual,17.0,1497,118.0,5,425000.0
hyundai,grand,7,47985,dealer,diesel,manual,24.0,1120,70.0,5,521000.0
hyundai,i20,8,167200,individual,diesel,manual,21.27,1396,88.76,5,380000.0
tata,tiago,3,9000,dealer,petrol,automatic,23.84,1199,84.0,5,550000.0
toyota,innova,7,34000,dealer,diesel,manual,12.99,2494,100.6,7,1195000.0
maruti,wagon r,8,63000,dealer,cng,manual,33.54,998,67.04,5,351000.0
maruti,swift,4,58832,dealer,diesel,manual,25.2,1248,74.0,5,675000.0
maruti,ertiga,7,34200,individual,petrol,manual,16.02,1373,93.7,7,575000.0
maruti,swift dzire,11,90000,individual,petrol,manual,17.5,1298,85.8,5,275000.0
maruti,wagon r,8,43779,dealer,petrol,manual,20.51,998,67.04,5,320000.0
skoda,superb,6,59000,dealer,diesel,automatic,17.2,1968,138.03,5,1250000.0
toyota,innova,9,75000,dealer,diesel,manual,12.99,2494,100.0,8,830000.0
maruti,wagon r,5,72829,dealer,petrol,automatic,21.79,998,67.05,5,400000.0
maruti,alto,11,67789,dealer,petrol,manual,19.7,796,46.3,5,175000.0
hyundai,i20,5,23000,dealer,petrol,manual,18.6,1197,81.83,5,575000.0
maruti,alto,4,15798,dealer,petrol,manual,23.95,998,67.05,5,365000.0
maruti,s-presso,2,3000,individual,petrol,manual,21.7,998,67.0,5,432000.0
honda,city,10,59000,dealer,petrol,manual,17.0,1497,118.0,5,345000.0
renault,kwid,5,25000,individual,petrol,manual,25.17,799,53.3,5,270000.0
hyundai,santro,2,19000,dealer,petrol,automatic,20.3,1086,68.0,5,575000.0
bmw,5,8,25500,dealer,diesel,automatic,16.73,2993,218.0,5,2395000.0
honda,jazz,3,14000,dealer,petrol,automatic,19.0,1199,88.7,5,775000.0
hyundai,i20,3,31868,dealer,petrol,manual,18.6,1197,81.83,5,699000.0
honda,cr-v,6,44089,dealer,petrol,automatic,13.1,1997,141.1,5,1370000.0
bmw,3,8,22000,dealer,diesel,automatic,13.2,1995,170.0,5,1800000.0
maruti,baleno,4,41526,dealer,petrol,manual,21.01,1197,81.8,5,675000.0
mercedes-benz,e-class,8,63513,dealer,petrol,manual,12.3,1796,185.0,5,1125000.0
maruti,eeco,10,34304,dealer,petrol,manual,16.11,1196,72.42,5,299000.0
toyota,fortuner,4,109000,dealer,diesel,automatic,12.55,2982,168.5,7,2750000.0
toyota,fortuner,9,150000,dealer,diesel,automatic,11.5,2982,169.0,7,1400000.0
renault,duster,7,61125,dealer,diesel,manual,19.64,1461,108.45,5,550000.0
tata,safari,5,53000,dealer,diesel,manual,14.1,2179,147.94,7,845000.0
maruti,ciaz,4,40000,dealer,diesel,manual,28.09,1248,88.5,5,810000.0
mercedes-benz,e-class,6,75000,dealer,diesel,automatic,13.0,2143,201.1,5,1985000.0
ford,figo,3,40000,individual,petrol,manual,18.16,1196,86.8,5,416000.0
skoda,rapid,7,54000,dealer,petrol,manual,15.0,1598,103.5,5,525000.0
volkswagen,polo,11,45000,dealer,petrol,manual,16.47,1198,74.0,5,265000.0
mercedes-benz,gl-class,8,70000,dealer,diesel,automatic,11.3,2987,254.8,7,3275000.0
honda,city,4,15000,individual,petrol,manual,17.4,1497,117.6,5,1100000.0
hyundai,i20,7,94343,dealer,diesel,manual,21.9,1396,88.76,5,465000.0
maruti,ertiga,6,57748,dealer,cng,manual,17.5,1373,80.46,7,675000.0
volkswagen,vento,6,80000,individual,diesel,manual,20.34,1498,103.2,5,600000.0
maruti,ciaz,4,67000,dealer,diesel,manual,28.09,1248,88.5,5,831000.0
skoda,rapid,6,40418,dealer,petrol,automatic,14.3,1598,103.52,5,575000.0
maruti,wagon r,4,51000,dealer,petrol,automatic,20.51,998,67.0,5,450000.0
toyota,innova,2,9154,dealer,diesel,manual,13.68,2393,147.8,7,2100000.0
maruti,ertiga,9,90000,dealer,petrol,manual,16.02,1373,93.7,7,480000.0
audi,a4,5,70000,dealer,diesel,automatic,17.11,1968,174.33,5,1685000.0
maruti,s-presso,2,8500,individual,petrol,manual,21.7,998,67.0,5,430000.0
maruti,swift dzire,3,110000,individual,diesel,manual,23.4,1248,74.0,5,540000.0
hyundai,i20,2,13000,individual,petrol,manual,18.6,1197,81.86,5,620000.0
hyundai,elantra,6,49910,dealer,petrol,automatic,14.5,1797,147.5,5,829000.0
ford,ecosport,6,70553,dealer,diesel,manual,22.7,1498,89.84,5,600000.0
maruti,alto,4,5914,dealer,petrol,manual,23.95,998,67.05,5,345000.0
honda,amaze,8,80000,dealer,diesel,manual,25.8,1498,98.6,5,421000.0
hyundai,i10,10,15000,individual,petrol,manual,20.36,1197,78.9,5,500000.0
honda,city,12,75000,dealer,petrol,manual,17.0,1497,118.0,5,300000.0
datsun,go,3,3300,individual,petrol,manual,19.02,1198,67.05,7,550000.0
kia,seltos,2,10097,dealer,petrol,automatic,16.8,1353,138.0,5,1850000.0
audi,q7,12,67000,individual,diesel,automatic,12.07,2967,241.4,7,1000000.0
hyundai,verna,4,12000,dealer,petrol,automatic,17.0,1591,121.3,5,1075000.0
hyundai,i20,10,71000,dealer,diesel,manual,22.54,1396,88.76,5,329000.0
maruti,wagon r,10,50000,individual,cng,manual,26.2,998,58.2,5,225000.0
toyota,innova,7,140165,dealer,diesel,manual,12.8,2494,102.0,7,991000.0
maruti,swift dzire,9,61000,dealer,diesel,manual,23.4,1248,74.0,5,455000.0
maruti,ciaz,5,70000,individual,diesel,manual,28.09,1248,88.5,5,680000.0
volkswagen,polo,5,63000,dealer,diesel,manual,20.14,1498,88.0,5,510000.0
maruti,swift,5,24000,dealer,petrol,manual,22.0,1197,81.8,5,521000.0
hyundai,i20,6,48488,dealer,petrol,manual,18.6,1197,81.83,5,525000.0
bmw,5,4,22000,dealer,diesel,automatic,22.48,1995,187.74,5,3350000.0
maruti,baleno,3,33635,dealer,diesel,manual,27.39,1248,74.0,5,850000.0
toyota,fortuner,6,11500,dealer,diesel,manual,13.0,2982,168.5,7,1951000.0
ford,freestyle,3,40000,individual,diesel,manual,24.4,1498,98.63,5,650000.0
hyundai,verna,8,83000,dealer,petrol,automatic,15.74,1591,121.3,5,500000.0
hyundai,i20,6,17999,dealer,petrol,manual,18.6,1197,81.83,5,591000.0
hyundai,i20,2,12000,individual,petrol,manual,18.6,1197,81.86,5,700000.0
maruti,wagon r,5,30000,dealer,cng,manual,26.2,998,58.2,5,375000.0
maruti,swift dzire,3,22000,dealer,petrol,automatic,21.21,1197,81.8,5,795000.0
hyundai,i20,6,50000,dealer,petrol,manual,18.5,1197,82.85,5,550000.0
hyundai,i20,5,43000,dealer,diesel,manual,22.54,1396,88.73,5,685000.0
hyundai,grand,6,75000,dealer,petrol,automatic,18.9,1197,82.0,5,495000.0
skoda,superb,6,59000,dealer,petrol,manual,13.1,1798,157.75,5,795000.0
volkswagen,polo,5,58000,dealer,petrol,automatic,17.21,1197,103.6,5,665000.0
maruti,ertiga,4,19000,dealer,diesel,manual,24.52,1248,88.5,7,875000.0
hyundai,grand,6,51765,individual,petrol,manual,18.9,1197,82.0,5,500000.0
honda,city,10,100000,individual,petrol,manual,17.0,1497,118.0,5,380000.0
honda,city,5,56210,dealer,petrol,manual,16.9,1497,100.0,5,700000.0
hyundai,i10,12,80000,individual,petrol,manual,20.36,1197,78.9,5,180000.0
hyundai,creta,3,8400,individual,diesel,manual,22.1,1396,88.7,5,1050000.0
hyundai,grand,6,55000,dealer,petrol,automatic,18.9,1197,82.0,5,525000.0
honda,wr-v,4,23039,dealer,diesel,manual,25.5,1498,98.6,5,750000.0
tata,safari,12,120000,individual,petrol,manual,12.0,2092,127.0,7,490000.0
mahindra,xuv500,8,95000,individual,diesel,manual,15.1,2179,140.0,7,750000.0
hyundai,verna,12,66000,dealer,diesel,manual,25.0,1493,113.42,5,375000.0
honda,city,11,161445,dealer,petrol,manual,17.0,1497,118.0,5,275000.0
maruti,eeco,5,5000,individual,cng,manual,21.94,1196,61.7,5,490000.0
hyundai,i10,10,102000,dealer,petrol,automatic,16.95,1197,78.9,5,285000.0
skoda,octavia,2,4000,dealer,petrol,automatic,15.1,1798,178.0,5,2375000.0
honda,wr-v,4,110000,individual,diesel,manual,25.5,1498,98.6,5,775000.0
audi,q7,5,40182,dealer,diesel,automatic,14.75,2967,245.0,7,4544999.999999981
honda,amaze,8,41000,dealer,petrol,manual,18.0,1198,86.7,5,365000.0
maruti,eeco,6,16000,individual,cng,manual,21.94,1196,63.0,5,400000.0
maruti,swift,3,8260,dealer,petrol,manual,22.0,1197,81.8,5,582000.0
maruti,swift dzire,10,64000,dealer,diesel,manual,19.3,1248,73.9,5,395000.0
maruti,vitara,4,39100,dealer,diesel,manual,24.3,1248,88.5,5,790000.0
mahindra,scorpio,3,27000,individual,diesel,manual,15.4,2523,75.0,7,950000.0
mahindra,thar,6,74000,dealer,diesel,manual,18.06,2523,63.0,7,551000.0
volkswagen,polo,7,13000,dealer,petrol,automatic,17.21,1197,103.6,5,650000.0
maruti,wagon r,3,15000,individual,petrol,manual,20.51,998,67.04,5,480000.0
skoda,octavia,5,27000,dealer,petrol,automatic,14.7,1798,177.5,5,1170000.0
audi,a4,8,35000,dealer,diesel,automatic,17.11,1968,174.33,5,1375000.0
mahindra,xuv500,9,70000,dealer,diesel,manual,15.1,2179,140.0,7,740000.0
honda,city,3,15000,individual,diesel,manual,25.6,1498,97.9,5,975000.0
skoda,superb,5,65000,dealer,petrol,automatic,14.67,1798,177.46,5,1575000.0
maruti,swift,5,13300,dealer,petrol,manual,16.1,1197,85.0,5,510000.0
honda,jazz,5,37000,dealer,petrol,automatic,19.0,1199,88.7,5,645000.0
audi,a6,7,50000,dealer,diesel,automatic,17.68,1968,174.33,5,1799000.0
mahindra,xuv500,4,62000,dealer,diesel,manual,16.0,2179,140.0,7,1345000.0
maruti,baleno,4,4414,dealer,petrol,manual,21.4,1197,83.1,5,640000.0
maruti,alto,5,24000,dealer,petrol,manual,22.74,796,47.3,5,275000.0
hyundai,i10,10,56653,dealer,petrol,manual,19.81,1086,68.05,5,300000.0
hyundai,i10,9,37590,dealer,petrol,automatic,16.95,1197,78.9,5,370000.0
maruti,swift,10,30000,individual,petrol,manual,16.1,1197,85.0,5,350000.0
hyundai,i20,9,43784,trustmark dealer,petrol,manual,18.5,1197,82.85,5,415000.0
volkswagen,vento,7,56000,dealer,petrol,automatic,16.93,1197,103.2,5,610000.0
maruti,wagon r,14,35986,dealer,petrol,manual,18.9,998,67.1,5,150000.0
nissan,kicks,1,7500,individual,diesel,manual,20.45,1461,108.5,5,850000.0
hyundai,i20,8,28000,dealer,petrol,manual,18.5,1197,82.85,5,425000.0
ford,figo,4,42267,dealer,diesel,manual,25.83,1498,99.0,5,600000.0
volkswagen,polo,8,70000,individual,diesel,manual,22.07,1199,73.9,5,500000.0
maruti,dzire zxi,7,50000,dealer,petrol,manual,23.26,1197,88.5,5,500000.0
maruti,celerio,7,33231,dealer,petrol,automatic,23.1,998,67.04,5,375000.0
jeep,compass,4,46706,dealer,diesel,manual,17.1,1956,170.0,5,1475000.0
skoda,octavia,6,115000,dealer,diesel,automatic,19.3,1968,141.0,5,999000.0
maruti,alto,4,6808,dealer,petrol,manual,23.95,998,67.05,5,369000.0
ford,ecosport,6,50000,individual,petrol,manual,15.85,1499,110.4,5,550000.0
bmw,5,4,21500,dealer,diesel,automatic,18.12,1995,190.0,5,3300000.0
honda,city,3,25000,dealer,petrol,automatic,18.0,1497,117.6,5,1191000.0
maruti,baleno,5,20000,dealer,petrol,automatic,21.4,1197,83.1,5,625000.0
maruti,ciaz,3,35000,individual,petrol,manual,21.56,1462,103.25,5,710000.0
mahindra,scorpio,11,110000,dealer,diesel,manual,12.05,2179,120.0,8,445000.0
hyundai,i10,10,82000,dealer,petrol,manual,20.36,1197,78.9,5,320000.0
bmw,5,3,36000,dealer,diesel,automatic,22.48,1995,187.74,5,4200000.0
maruti,vitara,4,55000,dealer,diesel,manual,24.3,1248,88.5,5,955000.0
maruti,alto,6,19074,individual,petrol,manual,22.74,796,47.3,5,275000.0
hyundai,creta,6,83000,dealer,diesel,automatic,17.01,1582,126.2,5,955000.0
toyota,innova,8,128000,dealer,diesel,manual,12.99,2494,100.57,7,975000.0
honda,civic,11,74000,dealer,petrol,automatic,13.9,1799,130.2,5,385000.0
maruti,swift,11,92182,dealer,diesel,manual,17.8,1248,75.0,5,295000.0
maruti,ignis,4,47063,dealer,petrol,manual,20.89,1197,81.8,5,525000.0
maruti,baleno,2,20000,individual,diesel,manual,27.39,1248,74.0,5,665000.0
maruti,ciaz,3,15000,dealer,petrol,manual,20.65,1462,103.25,5,800000.0
maruti,swift dzire,13,115000,individual,petrol,manual,17.5,1298,85.8,5,250000.0
maruti,ertiga,5,61149,dealer,petrol,manual,19.01,1462,103.26,7,755000.0
hyundai,verna,2,14200,dealer,petrol,manual,17.0,1591,121.3,5,945000.0
hyundai,i20,3,16000,dealer,petrol,manual,17.19,1197,81.86,5,750000.0
maruti,ertiga,8,187420,dealer,diesel,manual,20.77,1248,88.8,7,670000.0
maruti,ciaz,6,49986,dealer,diesel,manual,26.21,1248,88.5,5,610000.0
hyundai,grand,4,25000,individual,petrol,manual,18.9,1197,81.86,5,500000.0
maruti,ertiga,7,96000,dealer,diesel,manual,20.77,1248,88.76,7,665000.0
maruti,ertiga,5,20000,individual,cng,manual,17.5,1373,80.46,7,825000.0
maruti,swift,5,38000,individual,diesel,manual,25.2,1248,74.0,5,625000.0
toyota,innova,13,190000,dealer,diesel,manual,12.8,2494,102.0,8,400000.0
hyundai,santro,2,7000,dealer,petrol,manual,20.3,1086,68.07,5,510000.0
ford,figo,8,46000,dealer,diesel,manual,20.0,1399,68.05,5,294000.0
tata,tigor,3,10000,individual,petrol,manual,20.3,1199,84.0,5,650000.0
maruti,swift dzire,9,79000,individual,diesel,manual,23.4,1248,74.0,5,498000.0
maruti,alto,4,70000,individual,petrol,manual,24.07,998,67.1,5,300000.0
maruti,swift,9,85000,individual,diesel,manual,22.9,1248,74.0,5,400000.0
hyundai,i20,10,88000,dealer,diesel,manual,23.0,1396,90.0,5,325000.0
maruti,alto,7,16600,dealer,petrol,manual,22.74,796,47.3,5,265000.0
tata,tiago,4,40000,individual,petrol,manual,23.84,1199,84.0,5,465000.0
honda,city,8,37000,dealer,petrol,manual,17.0,1497,118.0,5,486000.0
toyota,innova,10,125000,dealer,diesel,manual,12.8,2494,102.0,7,675000.0
honda,city,3,18000,dealer,diesel,manual,26.0,1498,98.6,5,1150000.0
toyota,innova,14,95000,dealer,diesel,manual,12.8,2494,102.0,8,474000.0
honda,city,6,35000,individual,petrol,manual,17.4,1497,117.3,5,750000.0
hyundai,i20,11,49000,dealer,petrol,manual,18.5,1197,80.0,5,260000.0
renault,kwid,4,19000,dealer,petrol,manual,25.17,799,53.3,5,335000.0
honda,city,13,165000,individual,petrol,manual,16.8,1497,116.4,5,300000.0
maruti,swift,9,120000,individual,diesel,manual,22.9,1248,74.0,5,380000.0
mahindra,kuv100,4,12950,dealer,petrol,manual,18.15,1198,82.0,6,399000.0
mini,cooper,8,35000,dealer,diesel,automatic,23.8,1998,112.0,5,1490000.0
skoda,rapid,5,47000,dealer,diesel,automatic,21.66,1498,103.52,5,700000.0
